Global_ID,MTR_ADJ,mtr,GDD,Global_ID2,entry,horizontal,ibloc,rep,pas,rng,plot,name,identity1,pedigree1,source,selection,v_desc,location,year,expt,harvester,f_pedigree,m_pedigree,fname,mname,pass,planter,loccode
21051028,30,89,21.62613636,2105_1028,37,0,6,1,60,6,1028,N11283,ALPENA,"MEDALIST/N08003, ALPENA",09N058 -05-05,NA,NA,SVREC,2021,2105,715,NA,NA,NA,NA,6,1051,SVR
21051029,32,91,21.57,2105_1029,36,0,6,1,61,6,1029,I11264,MERLIN,"COOP 03019, MERLIN","COOP 03019, MERLIN",NA,NAVY,SVREC,2021,2105,726,NA,NA,NA,NA,6,1050,SVR
21051030,26,85,21.31666667,2105_1030,22,0,6,1,62,6,1030,N21522,NA,N17504/B15430,18N152-08-04,20T2190,18A0152-18L149-18-19T242-19T1113-20T2190,SVREC,2021,2105,739,N14206/N14229,Zenith/B12721,N17504,B15430,6,1049,SVR
21051031,29,88,21.54942529,2105_1031,29,0,7,1,58,7,1031,N21529,NA,N17506/B15430,18N158-04-03,20T2230,18A0158-18L155-18-19T286-19T1134-20T2230,SVREC,2021,2105,690,N14230/N12447,Zenith/B12721,N17506,B15430,7,1168,SVR
21051032,25,84,21.23253012,2105_1032,12,0,7,1,59,7,1032,N21512,NA,N15306/N16405,18N120-01-03,20T2091,18A0120-18L118-18-19T88-19T1043-20T2091,SVREC,2021,2105,703,N11230/N11298,N12466/N11264,N15306,N16405,7,1169,SVR
21051033,25,84,21.23253012,2105_1033,27,0,7,1,60,7,1033,N21527,NA,N17506/N16405,18N157-04-03,20T2222,18A0157-18L154-18-19T280-19T1131-20T2222,SVREC,2021,2105,714,N14230/N12447,N12466/N11264,N17506,N16405,7,1170,SVR
21051034,25,84,21.23253012,2105_1034,14,0,7,1,61,7,1034,N21514,NA,N15306/N17504,18N121-09-03,20T2102,18A0121-18L119-18-19T102-19T1049-20T2102,SVREC,2021,2105,727,N11230/N11298,N14206/N14229,N15306,N17504,7,1171,SVR
21051035,30,89,21.62613636,2105_1035,17,0,7,1,62,7,1035,N21517,NA,N16405/G17923,18N145-03-02,20T2154,18A0145-18L142-18-19T192-19T1087-20T2154,SVREC,2021,2105,738,N12466/N11264,G14505/G12901,N16405,G17923,7,1172,SVR
21051036,27,86,21.40588235,2105_1036,23,0,8,1,58,8,1036,N21523,NA,N17504/B15430,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,SVREC,2021,2105,689,N14206/N14229,Zenith/B12721,N17504,B15430,8,1423,SVR
21051037,30,89,21.62613636,2105_1037,39,0,8,1,59,8,1037,I20816,ND POLAR,"ND132162, ND POLAR",NDSU,NA,navy,SVREC,2021,2105,704,NA,NA,NA,NA,8,1422,SVR
21051038,26,85,21.31666667,2105_1038,15,0,8,1,60,8,1038,N21515,NA,N15306/N17504,18N121-09-04,20T2103,18A0121-18L119-18-19T102-19T1049-20T2103,SVREC,2021,2105,713,N11230/N11298,N14206/N14229,N15306,N17504,8,1421,SVR
21051039,27,86,21.40588235,2105_1039,2,0,8,1,61,8,1039,N21502,NA,N14218/N15306,18N101-03-03,20T2011,18A0101-18L101-18-19T5-19T1003-20T2011,SVREC,2021,2105,728,N11256/N11298,N11230/N11298,N14218,N15306,8,1420,SVR
21051040,27,86,21.40588235,2105_1040,10,0,8,1,62,8,1040,N21510,NA,N15306/N14229,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,SVREC,2021,2105,737,N11230/N11298,N11275/N11256,N15306,N14229,8,1419,SVR
21052001,25,84,21.23253012,2105_2001,34,0,1,2,63,1,2001,N21534,NA,G16339/N17506,18G442-03-06,20T2666,18A0442-18L436-18-19T1203-19T1538-20T2666,SVREC,2021,2105,745,G12508/G13478,N14230/N12447,G16339,N17506,1,63,SVR
21052002,29,88,21.54942529,2105_2002,32,0,1,2,64,1,2002,N21532,NA,B16504/B11519,18B232-03-05,20T2352,18A0232-18L229-18-19T606-19T1278-20T2352,SVREC,2021,2105,768,Zenith//Alpena*/B09197,I82054/B07554,B16504,B11519,1,64,SVR
21052003,28,87,21.45,2105_2003,29,0,1,2,65,1,2003,N21529,NA,N17506/B15430,18N158-04-03,20T2230,18A0158-18L155-18-19T286-19T1134-20T2230,SVREC,2021,2105,769,N14230/N12447,Zenith/B12721,N17506,B15430,1,65,SVR
21052004,29,88,21.54942529,2105_2004,21,0,1,2,66,1,2004,N21521,NA,N17504/N14229,18N147-04-01,20T2162,18A0147-18L144-18-19T200-19T1091-20T2162,SVREC,2021,2105,792,N14206/N14229,N11275/N11256,N17504,N14229,1,66,SVR
21052005,25,84,21.23253012,2105_2005,31,0,1,2,67,1,2005,N21531,NA,B15430/N14229,18B224-01-05,20T2305,18A0224-18L221-18-19T548-19T1246-20T2305,SVREC,2021,2105,793,Zenith/B12721,N11275/N11256,B15430,N14229,1,67,SVR
21052006,26,85,21.31666667,2105_2006,5,0,2,2,63,2,2006,N21505,NA,N14229/N17504,18N107-02-04,20T2038,18A0107-18L107-18-19T35-19T1017-20T2038,SVREC,2021,2105,746,N11275/N11256,N14206/N14229,N14229,N17504,2,308,SVR
21052007,31,90,21.62696629,2105_2007,40,0,2,2,64,2,2007,I21920,HMS BOUNTY,HMS BOUNTY,"Provita, 12047",NA,navy,SVREC,2021,2105,767,NA,NA,NA,NA,2,307,SVR
21052008,32,91,21.57,2105_2008,38,0,2,2,65,2,2008,I20815,VALIANT,VALIANT,"Provita, 08077",NA,navy,SVREC,2021,2105,770,NA,NA,NA,NA,2,306,SVR
21052009,29,88,21.54942529,2105_2009,15,0,2,2,66,2,2009,N21515,NA,N15306/N17504,18N121-09-04,20T2103,18A0121-18L119-18-19T102-19T1049-20T2103,SVREC,2021,2105,791,N11230/N11298,N14206/N14229,N15306,N17504,2,305,SVR
21052010,26,85,21.31666667,2105_2010,6,0,2,2,67,2,2010,N21506,NA,N14229/N17504,18N107-05-02,20T2042,18A0107-18L107-18-19T38-19T1019-20T2042,SVREC,2021,2105,794,N11275/N11256,N14206/N14229,N14229,N17504,2,304,SVR
21052011,28,87,21.45,2105_2011,10,0,3,2,63,3,2011,N21510,NA,N15306/N14229,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,SVREC,2021,2105,747,N11230/N11298,N11275/N11256,N15306,N14229,3,433,SVR
21052012,30,89,21.62613636,2105_2012,26,0,3,2,64,3,2012,N21526,NA,N17506/N14229,18N155-07-02,20T2219,18A0155-18L152-18-19T269-19T1127-20T2219,SVREC,2021,2105,766,N14230/N12447,N11275/N11256,N17506,N14229,3,434,SVR
21052013,32,91,21.57,2105_2013,36,0,3,2,65,3,2013,I11264,MERLIN,"COOP 03019, MERLIN","COOP 03019, MERLIN",NA,NAVY,SVREC,2021,2105,771,NA,NA,NA,NA,3,435,SVR
21052014,31,90,21.62696629,2105_2014,35,0,3,2,66,3,2014,N21535,NA,G16339/N17506,18G442-04-04,20T2670,18A0442-18L436-18-19T1204-19T1539-20T2670,SVREC,2021,2105,790,G12508/G13478,N14230/N12447,G16339,N17506,3,436,SVR
21052015,33,92,21.49230769,2105_2015,9,0,3,2,67,3,2015,N21509,NA,N14229/B16504,18N110-08-05,20T2067,18A0110-18L109-18-19T55-19T1027-20T2067,SVREC,2021,2105,795,N11275/N11256,Zenith//Alpena*/B09197,N14229,B16504,3,437,SVR
21052016,24,83,21.17073171,2105_2016,14,0,4,2,63,4,2016,N21514,NA,N15306/N17504,18N121-09-03,20T2102,18A0121-18L119-18-19T102-19T1049-20T2102,SVREC,2021,2105,748,N11230/N11298,N14206/N14229,N15306,N17504,4,678,SVR
21052017,26,85,21.31666667,2105_2017,11,0,4,2,64,4,2017,N21511,NA,N15306/N15337,18N119-06-02,20T2083,18A0119-18L117-18-19T87-19T1042-20T2083,SVREC,2021,2105,765,N11230/N11298,N12466/N11258,N15306,N15337,4,677,SVR
21052018,25,84,21.23253012,2105_2018,1,0,4,2,65,4,2018,N21501,NA,N14218/N15306,18N101-02-02,20T2005,18A0101-18L101-18-19T4-19T1002-20T2005,SVREC,2021,2105,772,N11256/N11298,N11230/N11298,N14218,N15306,4,676,SVR
21052019,30,89,21.62613636,2105_2019,16,0,4,2,66,4,2019,N21516,NA,N16405/N15337,18N136-02-03,20T2122,18A0136-18L134-18-19T156-19T1069-20T2122,SVREC,2021,2105,789,N12466/N11264,N12466/N11258,N16405,N15337,4,675,SVR
21052020,31,90,21.62696629,2105_2020,28,0,4,2,67,4,2020,N21528,NA,N17506/B15430,18N158-01-02,20T2225,18A0158-18L155-18-19T283-19T1132-20T2225,SVREC,2021,2105,796,N14230/N12447,Zenith/B12721,N17506,B15430,4,674,SVR
21052021,25,84,21.23253012,2105_2021,22,0,5,2,63,5,2021,N21522,NA,N17504/B15430,18N152-08-04,20T2190,18A0152-18L149-18-19T242-19T1113-20T2190,SVREC,2021,2105,749,N14206/N14229,Zenith/B12721,N17504,B15430,5,803,SVR
21052022,27,86,21.40588235,2105_2022,24,0,5,2,64,5,2022,N21524,NA,N17504/B17106,18N153-04-04,20T2196,18A0153-18L150-18-19T248-19T1116-20T2196,SVREC,2021,2105,764,N14206/N14229,B14302/B13218,N17504,B17106,5,804,SVR
21052023,29,88,21.54942529,2105_2023,8,0,5,2,65,5,2023,N21508,NA,N14229/B14302,18N109-04-02,20T2051,18A0109-18L108-18-19T43-19T1021-20T2051,SVREC,2021,2105,773,N11275/N11256,B09197/B11334,N14229,B14302,5,805,SVR
21052024,28,87,21.45,2105_2024,17,0,5,2,66,5,2024,N21517,NA,N16405/G17923,18N145-03-02,20T2154,18A0145-18L142-18-19T192-19T1087-20T2154,SVREC,2021,2105,788,N12466/N11264,G14505/G12901,N16405,G17923,5,806,SVR
21052025,33,92,21.49230769,2105_2025,23,0,5,2,67,5,2025,N21523,NA,N17504/B15430,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,SVREC,2021,2105,797,N14206/N14229,Zenith/B12721,N17504,B15430,5,807,SVR
21052026,25,84,21.23253012,2105_2026,12,0,6,2,63,6,2026,N21512,NA,N15306/N16405,18N120-01-03,20T2091,18A0120-18L118-18-19T88-19T1043-20T2091,SVREC,2021,2105,750,N11230/N11298,N12466/N11264,N15306,N16405,6,1048,SVR
21052027,30,89,21.62613636,2105_2027,18,0,6,2,64,6,2027,N21518,NA,N16405/G17923,18N145-03-03,20T2155,18A0145-18L142-18-19T192-19T1087-20T2155,SVREC,2021,2105,763,N12466/N11264,G14505/G12901,N16405,G17923,6,1047,SVR
21052028,23,82,21.12592593,2105_2028,4,0,6,2,65,6,2028,N21504,NA,N14218/N17504,18N102-06-01,20T2019,18A0102-18L102-18-19T14-19T1007-20T2019,SVREC,2021,2105,774,N11256/N11298,N14206/N14229,N14218,N17504,6,1046,SVR
21052029,25,84,21.23253012,2105_2029,13,0,6,2,66,6,2029,N21513,NA,N15306/N16405,18N120-03-01,20T2096,18A0120-18L118-18-19T90-19T1044-20T2096,SVREC,2021,2105,787,N11230/N11298,N12466/N11264,N15306,N16405,6,1045,SVR
21052030,31,90,21.62696629,2105_2030,30,0,6,2,67,6,2030,N21530,NA,N14229/N17506,18N108-02-09,20T2243,18A0108-18L163-18-19T299-19T1138-20T2243,SVREC,2021,2105,798,N11275/N11256,N14230/N12447,N14229,N17506,6,1044,SVR
21052031,30,89,21.62613636,2105_2031,2,0,7,2,63,7,2031,N21502,NA,N14218/N15306,18N101-03-03,20T2011,18A0101-18L101-18-19T5-19T1003-20T2011,SVREC,2021,2105,751,N11256/N11298,N11230/N11298,N14218,N15306,7,1173,SVR
21052032,25,84,21.23253012,2105_2032,25,0,7,2,64,7,2032,N21525,NA,N17506/N14229,18N155-06-02,20T2214,18A0155-18L152-18-19T268-19T1126-20T2214,SVREC,2021,2105,762,N14230/N12447,N11275/N11256,N17506,N14229,7,1174,SVR
21052033,25,84,21.23253012,2105_2033,20,0,7,2,65,7,2033,N21520,NA,N17504/N14229,18N147-03-02,20T2159,18A0147-18L144-18-19T199-19T1090-20T2159,SVREC,2021,2105,775,N14206/N14229,N11275/N11256,N17504,N14229,7,1175,SVR
21052034,31,90,21.62696629,2105_2034,37,0,7,2,66,7,2034,N11283,ALPENA,"MEDALIST/N08003, ALPENA",09N058 -05-05,NA,NA,SVREC,2021,2105,786,NA,NA,NA,NA,7,1176,SVR
21052035,28,87,21.45,2105_2035,7,0,7,2,67,7,2035,N21507,NA,N14229/B14302,18N109-02-03,20T2046,18A0109-18L108-18-19T41-19T1020-20T2046,SVREC,2021,2105,799,N11275/N11256,B09197/B11334,N14229,B14302,7,1177,SVR
21052036,25,84,21.23253012,2105_2036,27,0,8,2,63,8,2036,N21527,NA,N17506/N16405,18N157-04-03,20T2222,18A0157-18L154-18-19T280-19T1131-20T2222,SVREC,2021,2105,752,N14230/N12447,N12466/N11264,N17506,N16405,8,1418,SVR
21052037,30,89,21.62613636,2105_2037,39,0,8,2,64,8,2037,I20816,ND POLAR,"ND132162, ND POLAR",NDSU,NA,navy,SVREC,2021,2105,761,NA,NA,NA,NA,8,1417,SVR
21052038,25,84,21.23253012,2105_2038,3,0,8,2,65,8,2038,N21503,NA,N14218/N17504,18N102-01-01,20T2015,18A0102-18L102-18-19T9-19T1005-20T2015,SVREC,2021,2105,776,N11256/N11298,N14206/N14229,N14218,N17504,8,1416,SVR
21052039,27,86,21.40588235,2105_2039,33,0,8,2,66,8,2039,N21533,NA,G16339/N17506,18G442-03-02,20T2662,18A0442-18L436-18-19T1203-19T1538-20T2662,SVREC,2021,2105,785,G12508/G13478,N14230/N12447,G16339,N17506,8,1415,SVR
21052040,26,85,21.31666667,2105_2040,19,0,8,2,67,8,2040,N21519,NA,N17504/N14229,18N147-03-01,20T2158,18A0147-18L144-18-19T199-19T1090-20T2158,SVREC,2021,2105,800,N14206/N14229,N11275/N11256,N17504,N14229,8,1414,SVR
21053001,25,84,21.23253012,2105_3001,27,0,1,3,58,9,3001,N21527,NA,N17506/N16405,18N157-04-03,20T2222,18A0157-18L154-18-19T280-19T1131-20T2222,SVREC,2021,2105,688,N14230/N12447,N12466/N11264,N17506,N16405,9,1538,SVR
21053002,30,89,21.62613636,2105_3002,37,0,1,3,59,9,3002,N11283,ALPENA,"MEDALIST/N08003, ALPENA",09N058 -05-05,NA,NA,SVREC,2021,2105,705,NA,NA,NA,NA,9,1539,SVR
21053003,25,84,21.23253012,2105_3003,31,0,1,3,60,9,3003,N21531,NA,B15430/N14229,18B224-01-05,20T2305,18A0224-18L221-18-19T548-19T1246-20T2305,SVREC,2021,2105,712,Zenith/B12721,N11275/N11256,B15430,N14229,9,1540,SVR
21053004,32,91,21.57,2105_3004,38,0,1,3,61,9,3004,I20815,VALIANT,VALIANT,"Provita, 08077",NA,navy,SVREC,2021,2105,729,NA,NA,NA,NA,9,1541,SVR
21053005,30,89,21.62613636,2105_3005,18,0,1,3,62,9,3005,N21518,NA,N16405/G17923,18N145-03-03,20T2155,18A0145-18L142-18-19T192-19T1087-20T2155,SVREC,2021,2105,736,N12466/N11264,G14505/G12901,N16405,G17923,9,1542,SVR
21053006,30,89,21.62613636,2105_3006,30,0,2,3,63,9,3006,N21530,NA,N14229/N17506,18N108-02-09,20T2243,18A0108-18L163-18-19T299-19T1138-20T2243,SVREC,2021,2105,753,N11275/N11256,N14230/N12447,N14229,N17506,9,1543,SVR
21053007,29,88,21.54942529,2105_3007,33,0,2,3,64,9,3007,N21533,NA,G16339/N17506,18G442-03-02,20T2662,18A0442-18L436-18-19T1203-19T1538-20T2662,SVREC,2021,2105,760,G12508/G13478,N14230/N12447,G16339,N17506,9,1544,SVR
21053008,27,86,21.40588235,2105_3008,35,0,2,3,65,9,3008,N21535,NA,G16339/N17506,18G442-04-04,20T2670,18A0442-18L436-18-19T1204-19T1539-20T2670,SVREC,2021,2105,777,G12508/G13478,N14230/N12447,G16339,N17506,9,1545,SVR
21053009,29,88,21.54942529,2105_3009,29,0,2,3,66,9,3009,N21529,NA,N17506/B15430,18N158-04-03,20T2230,18A0158-18L155-18-19T286-19T1134-20T2230,SVREC,2021,2105,784,N14230/N12447,Zenith/B12721,N17506,B15430,9,1546,SVR
21053010,28,87,21.45,2105_3010,23,0,2,3,67,9,3010,N21523,NA,N17504/B15430,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,SVREC,2021,2105,801,N14206/N14229,Zenith/B12721,N17504,B15430,9,1547,SVR
21053011,26,85,21.31666667,2105_3011,19,0,3,3,58,10,3011,N21519,NA,N17504/N14229,18N147-03-01,20T2158,18A0147-18L144-18-19T199-19T1090-20T2158,SVREC,2021,2105,687,N14206/N14229,N11275/N11256,N17504,N14229,10,1793,SVR
21053012,24,83,21.17073171,2105_3012,4,0,3,3,59,10,3012,N21504,NA,N14218/N17504,18N102-06-01,20T2019,18A0102-18L102-18-19T14-19T1007-20T2019,SVREC,2021,2105,706,N11256/N11298,N14206/N14229,N14218,N17504,10,1792,SVR
21053013,25,84,21.23253012,2105_3013,10,0,3,3,60,10,3013,N21510,NA,N15306/N14229,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,SVREC,2021,2105,711,N11230/N11298,N11275/N11256,N15306,N14229,10,1791,SVR
21053014,26,85,21.31666667,2105_3014,16,0,3,3,61,10,3014,N21516,NA,N16405/N15337,18N136-02-03,20T2122,18A0136-18L134-18-19T156-19T1069-20T2122,SVREC,2021,2105,730,N12466/N11264,N12466/N11258,N16405,N15337,10,1790,SVR
21053015,28,87,21.45,2105_3015,24,0,3,3,62,10,3015,N21524,NA,N17504/B17106,18N153-04-04,20T2196,18A0153-18L150-18-19T248-19T1116-20T2196,SVREC,2021,2105,735,N14206/N14229,B14302/B13218,N17504,B17106,10,1789,SVR
21053016,25,84,21.23253012,2105_3016,32,0,4,3,63,10,3016,N21532,NA,B16504/B11519,18B232-03-05,20T2352,18A0232-18L229-18-19T606-19T1278-20T2352,SVREC,2021,2105,754,Zenith//Alpena*/B09197,I82054/B07554,B16504,B11519,10,1788,SVR
21053017,27,86,21.40588235,2105_3017,6,0,4,3,64,10,3017,N21506,NA,N14229/N17504,18N107-05-02,20T2042,18A0107-18L107-18-19T38-19T1019-20T2042,SVREC,2021,2105,759,N11275/N11256,N14206/N14229,N14229,N17504,10,1787,SVR
21053018,27,86,21.40588235,2105_3018,8,0,4,3,65,10,3018,N21508,NA,N14229/B14302,18N109-04-02,20T2051,18A0109-18L108-18-19T43-19T1021-20T2051,SVREC,2021,2105,778,N11275/N11256,B09197/B11334,N14229,B14302,10,1786,SVR
21053019,27,86,21.40588235,2105_3019,1,0,4,3,66,10,3019,N21501,NA,N14218/N15306,18N101-02-02,20T2005,18A0101-18L101-18-19T4-19T1002-20T2005,SVREC,2021,2105,783,N11256/N11298,N11230/N11298,N14218,N15306,10,1785,SVR
21053020,25,84,21.23253012,2105_3020,2,0,4,3,67,10,3020,N21502,NA,N14218/N15306,18N101-03-03,20T2011,18A0101-18L101-18-19T5-19T1003-20T2011,SVREC,2021,2105,802,N11256/N11298,N11230/N11298,N14218,N15306,10,1784,SVR
21053021,29,88,21.54942529,2105_3021,21,0,5,3,58,11,3021,N21521,NA,N17504/N14229,18N147-04-01,20T2162,18A0147-18L144-18-19T200-19T1091-20T2162,SVREC,2021,2105,686,N14206/N14229,N11275/N11256,N17504,N14229,11,1908,SVR
21053022,29,88,21.54942529,2105_3022,12,0,5,3,59,11,3022,N21512,NA,N15306/N16405,18N120-01-03,20T2091,18A0120-18L118-18-19T88-19T1043-20T2091,SVREC,2021,2105,707,N11230/N11298,N12466/N11264,N15306,N16405,11,1909,SVR
21053023,29,88,21.54942529,2105_3023,26,0,5,3,60,11,3023,N21526,NA,N17506/N14229,18N155-07-02,20T2219,18A0155-18L152-18-19T269-19T1127-20T2219,SVREC,2021,2105,710,N14230/N12447,N11275/N11256,N17506,N14229,11,1910,SVR
21053024,29,88,21.54942529,2105_3024,7,0,5,3,61,11,3024,N21507,NA,N14229/B14302,18N109-02-03,20T2046,18A0109-18L108-18-19T41-19T1020-20T2046,SVREC,2021,2105,731,N11275/N11256,B09197/B11334,N14229,B14302,11,1911,SVR
21053025,28,87,21.45,2105_3025,3,0,5,3,62,11,3025,N21503,NA,N14218/N17504,18N102-01-01,20T2015,18A0102-18L102-18-19T9-19T1005-20T2015,SVREC,2021,2105,734,N11256/N11298,N14206/N14229,N14218,N17504,11,1912,SVR
