Global_ID,MTR_ADJ,MTR,GDD,ENTRY,Rep,block,Location,Check,Plot,End Plot,Expt,Pedigree,Name,Rng,Pas,Year,PLOTWT,MOIST,SDWT,FLWR,HT,LDG,DS,CBB,P_FT,CWT_A,ADJ_SDWT
20011016,40,96,20.99791667,5,1,3,SVREC,0,1016,FALSE,2001,N15341/N14238,N18128,3,37,2020,1579.3,14.28,19.8,46,56,1,6,5,15,31.74039141,20.6982439
20021017,42,98,20.73265306,29,1,3,SVREC,0,1017,FALSE,2002,"BL14506, BLACK BEARD",I19703,3,26,2020,1500.3,14.11,21.9,46,57,1,6,5,15,30.21246722,22.93891463
20011017,40,96,20.99791667,29,1,3,SVREC,0,1017,FALSE,2001,N14243/N14218,N19281,3,38,2020,1949.8,14.26,19.8,47,53,2,5,3,15,39.1957542,20.70307317
20021018,41,97,20.87113402,15,1,3,SVREC,0,1018,FALSE,2002,"B04644/ZORRO, ZENITH",B10244,3,27,2020,1759.1,14.26,22.3,45,51,1,6,2,15,35.36221726,23.31709756
20011018,40,96,20.99791667,15,1,3,SVREC,3,1018,TRUE,2001,"COOP 02084, VIGILANT",I10101,3,39,2020,1646.1,14.15,20.7,44,52,1,5,5,15,33.13309416,21.67189024
20021019,40,96,20.99791667,4,1,4,SVREC,0,1019,FALSE,2002,B14303/B12724,B18236,4,22,2020,1352.6,14.07,17.6,46,45,1,5,1,15,27.25082628,18.4435122
20011019,41,97,20.87113402,4,1,4,SVREC,0,1019,FALSE,2001,N14230/N12447,N17505,4,34,2020,1797.3,14.08,21.6,48,51,1,6,2,15,36.20598131,22.63258537
20021020,40,96,20.99791667,33,1,4,SVREC,0,1020,FALSE,2002,B16507/B15453,B19339,4,23,2020,1568.1,14.4,22.4,45,55,1,6,1,15,31.47117803,23.38341463
20011020,41,97,20.87113402,33,1,4,SVREC,0,1020,FALSE,2001,N14243/N14218,N19283,4,35,2020,1747,13.7,19.2,49,53,2,5,3,15,35.3483528,20.20682927
20021021,41,97,20.87113402,9,1,4,SVREC,0,1021,FALSE,2002,Zenith//Alpena*/B09197,B16504,4,24,2020,1780.9,14.18,19.8,46,52,2,6,1,15,35.83385437,20.72239024
20011021,40,96,20.99791667,9,1,4,SVREC,0,1021,FALSE,2001,N15334/N15335,N18122,4,36,2020,1866.6,14.69,20.3,45,67,1,7,3,15,37.33504539,21.11942683
20021022,40,96,20.99791667,24,1,4,SVREC,0,1022,FALSE,2002,B16506/B16507,B19344,4,25,2020,1985.8,14.27,21.4,44,56,2,6,1,15,39.91478647,22.37343902
20011022,40,96,20.99791667,24,1,4,SVREC,0,1022,FALSE,2001,N14230/N16405,N19223,4,37,2020,1730.2,14.21,16.8,50,53,1,6,3,15,34.80153948,17.5764878
20021023,40,96,20.99791667,30,1,4,SVREC,0,1023,FALSE,2002,B16507/B15453,B19340,4,26,2020,1791.2,14.1,23.1,45,52,1,6,0,15,36.07469971,24.19865854
20011023,40,96,20.99791667,30,1,4,SVREC,0,1023,FALSE,2001,N14243/N15326,N19226,4,38,2020,2171.1,13.92,17.4,46,50,2,6,2,15,43.81749703,18.2657561
20021024,40,96,20.99791667,2,1,4,SVREC,0,1024,FALSE,2002,B10244/B12724,B17220,4,27,2020,1715.6,14.52,21.4,44,50,1,6,2,15,34.38317925,22.30819512
20011024,41,97,20.87113402,2,1,4,SVREC,1,1024,TRUE,2001,"MEDALIST/N08003, ALPENA",N11283,4,39,2020,1297.3,14.22,20.1,45,57,2,5,4,15,26.09107302,21.02656098
20021025,42,98,20.73265306,32,1,5,SVREC,0,1025,FALSE,2002,AAC Knight Rider,I19710,5,22,2020,1341.9,14.02,20.2,47,48,2,5,2,15,27.0509844,21.18043902
20011025,40,96,20.99791667,32,1,5,SVREC,0,1025,FALSE,2001,G14505//N13120/PR0806-81A,N19271,5,34,2020,1312.6,13.73,20.3,44,55,1,5,5,15,26.54958141,21.35708537
20021026,40,96,20.99791667,27,1,5,SVREC,0,1026,FALSE,2002,B15464/B15417,B19328,5,23,2020,1642,14.17,20.6,45,50,1,6,0,15,33.04286877,21.56217073
20011026,41,97,20.87113402,27,1,5,SVREC,0,1026,FALSE,2001,N15331/N16405,N19243,5,35,2020,1921.2,13.68,20.7,47,46,2,6,4,15,38.88208004,21.79053659
20021027,42,98,20.73265306,22,1,5,SVREC,0,1027,FALSE,2002,B16501/B15464,B19332,5,24,2020,1805.4,14.39,20.6,45,51,1,6,1,15,36.23793281,21.50690244
20011027,40,96,20.99791667,22,1,5,SVREC,0,1027,FALSE,2001,N15335/N14243,N19253,5,36,2020,1689.2,13.72,16.3,49,52,2,6,3,15,34.1709214,17.15078049
20021028,41,97,20.87113402,14,1,5,SVREC,0,1028,FALSE,2002,B14303/B12724,B18237,5,25,2020,1675.9,14.04,20.1,46,42,2,5,0,15,33.77613782,21.07068293
20011028,40,96,20.99791667,14,1,5,SVREC,0,1028,FALSE,2001,G14505/X16708,N19284,5,37,2020,1621.4,14.19,22.3,47,47,1,5,2,15,32.62072063,23.33613415
20021029,40,96,20.99791667,26,1,5,SVREC,0,1029,FALSE,2002,B16506/B16507,B19345,5,26,2020,1915.5,14.43,21,44,55,1,6,3,15,38.42989241,21.91426829
20011029,40,96,20.99791667,26,1,5,SVREC,0,1029,FALSE,2001,B15453/N14243,N19269,5,38,2020,1784.9,13.93,19.6,48,48,1,6,3,15,36.01896031,20.57282927
20021030,40,96,20.99791667,7,1,5,SVREC,0,1030,FALSE,2002,B10244/B15430,B18204,5,27,2020,1758.7,14.14,21.5,45,51,1,6,2,15,35.40365728,22.51207317
20011030,41,97,20.87113402,7,1,5,SVREC,0,1030,TRUE,2001,N15341/N14238,N18130,5,39,2020,1471,13.97,21.1,49,53,2,5,5,15,29.67071936,22.1369878
20021031,41,97,20.87113402,13,1,6,SVREC,0,1031,FALSE,2002,B10244/B12724,B17259,6,22,2020,1443.4,14.5,19.4,46,48,1,5,5,15,28.93465417,20.22804878
20011031,40,96,20.99791667,13,1,6,SVREC,0,1031,FALSE,2001,N13120/PR0806-81,N18102,6,34,2020,1795.9,14.09,19.5,45,50,1,5,4,15,36.17356817,20.42981707
20021032,40,96,20.99791667,12,1,6,SVREC,0,1032,FALSE,2002,B10244/B12724,B17207,6,23,2020,1696.4,13.77,19.9,44,63,1,6,5,15,34.29668385,20.92654878
20011032,40,96,20.99791667,12,1,6,SVREC,0,1032,FALSE,2001,N11230/N11298,N15306,6,35,2020,1758.5,14.35,17.8,48,45,1,5,4,15,35.31304926,18.59231707
20021033,41,97,20.87113402,3,1,6,SVREC,0,1033,FALSE,2002,"Zenith//Alpena*/B09197, ADAMS",B18504,6,24,2020,1981,14.46,20.8,45,48,2,5,3,15,39.73005824,21.69795122
20011033,41,97,20.87113402,3,1,6,SVREC,2,1033,FALSE,2001,"Mayflower/Avanti, MEDALIST",I08958,6,36,2020,1707.9,14.15,19.8,44,51,3,4,3,15,34.37701932,20.72963415
20011034,40,96,20.99791667,31,1,6,SVREC,0,1034,FALSE,2001,N14229/I15616,N19204,6,37,2020,1649.3,13.58,18.7,47,51,1,6,3,15,33.41791894,19.70797561
20021035,40,96,20.99791667,8,1,6,SVREC,0,1035,FALSE,2002,B15430/B10244,B18232,6,26,2020,1809.8,14.33,22.4,45,55,1,6,2,15,36.35170882,23.40253659
20011035,41,97,20.87113402,8,1,6,SVREC,0,1035,FALSE,2001,N13131/N14201,N18104,6,38,2020,1880.3,14.04,20.5,48,50,2,6,1,15,37.89562142,21.49
20021036,41,97,20.87113402,17,1,6,SVREC,0,1036,FALSE,2002,"B00103*/X00822, ZORRO",B04554,6,27,2020,1724.7,14.52,20.4,47,53,1,5,3,15,34.5655568,21.2657561
20011036,41,97,20.87113402,17,1,6,SVREC,0,1036,TRUE,2001,N14229/N14218,N19277,6,39,2020,2029.5,14.26,17.4,46,47,2,5,1,15,40.79791935,18.19360976
20022001,41,97,20.87113402,1,2,1,SVREC,0,2001,FALSE,2002,Zenith/B10215,B16501,1,28,2020,1220.8,13.86,19.2,45,44,1,5,4,15,24.65555984,20.16936585
20012001,40,96,20.99791667,1,2,1,SVREC,0,2001,FALSE,2001,N13120/PR00806-81,N18103,1,40,2020,1645.7,14.46,20.1,43,44,1,5,1,15,33.00543001,20.96773171
20022002,40,96,20.99791667,8,2,1,SVREC,0,2002,FALSE,2002,B15430/B10244,B18232,1,29,2020,1390.6,14.13,21.4,45,41,1,5,2,15,27.99684985,22.40997561
20012002,40,96,20.99791667,8,2,1,SVREC,0,2002,FALSE,2001,N13131/N14201,N18104,1,41,2020,1522,13.89,18.5,44,48,1,6,1,15,30.72795951,19.4272561
20022003,40,96,20.99791667,25,2,1,SVREC,0,2003,FALSE,2002,B16507/B16501,B19341,1,30,2020,1536.9,13.83,21.6,45,45,1,5,2,15,31.05039889,22.69843902
20012003,40,96,20.99791667,25,2,1,SVREC,0,2003,FALSE,2001,N16405/B16504,N19262,1,42,2020,1208.9,13.84,19.2,44,33,1,5,2,15,24.42089341,20.17404878
20022004,40,96,20.99791667,4,2,1,SVREC,0,2004,FALSE,2002,B14303/B12724,B18236,1,31,2020,1565.2,14.05,18.7,46,43,1,6,2,15,31.54141703,19.60079268
20012004,40,96,20.99791667,4,2,1,SVREC,0,2004,FALSE,2001,N14230/N12447,N17505,1,43,2020,1525.1,13.79,19.8,44,49,1,6,2,15,30.82630325,20.81656098
20022005,41,97,20.87113402,14,2,1,SVREC,0,2005,FALSE,2002,B14303/B12724,B18237,1,32,2020,1562.3,14.39,20.5,45,48,1,5,2,15,31.35843715,21.4025
20012005,40,96,20.99791667,14,2,1,SVREC,0,2005,TRUE,2001,G14505/X16708,N19284,1,44,2020,1423.5,13.56,19,45,50,1,6,2,15,28.84946142,20.02878049
20022006,40,96,20.99791667,34,2,1,SVREC,0,2006,FALSE,2002,"NDF120287, ND TWILIGHT",I19701,1,33,2020,1130.1,14.08,19.6,44,48,1,5,2,15,22.76547014,20.53697561
20012006,40,96,20.99791667,34,2,1,SVREC,0,2006,TRUE,2001,N13142/B14302,N19290,1,45,2020,1611.1,13.99,18.5,48,59,2,6,2,15,32.4890435,19.40469512
20022007,40,96,20.99791667,21,2,2,SVREC,0,2007,FALSE,2002,B15414/B16504,B19346,2,28,2020,1743.3,14.34,21.5,45,45,1,5,3,15,35.01190009,22.45963415
20012007,40,96,20.99791667,21,2,2,SVREC,0,2007,FALSE,2001,N15331/N16405,N19246,2,40,2020,1944.4,14.33,19.9,45,48,2,6,3,15,39.05528934,20.79064634
20022008,42,98,20.73265306,16,2,2,SVREC,0,2008,FALSE,2002,B10244/B13218,B18201,2,29,2020,2022.7,14.12,20.9,45,53,1,5,3,15,40.72761611,21.88892683
20012008,41,97,20.87113402,16,2,2,SVREC,4,2008,FALSE,2001,"COOP 03019, MERLIN",I11264,2,41,2020,1610.1,14.22,19.1,44,52,2,5,5,15,32.38205247,19.98046341
20022009,40,96,20.99791667,22,2,2,SVREC,0,2009,FALSE,2002,B16501/B15464,B19332,2,30,2020,1865.8,14.13,20,46,50,1,6,2,15,37.5640173,20.94390244
20012009,40,96,20.99791667,22,2,2,SVREC,0,2009,FALSE,2001,N15335/N14243,N19253,2,42,2020,1820.4,14.01,18.5,44,56,1,7,4,15,36.70119929,19.40018293
20012010,40,96,20.99791667,31,2,2,SVREC,0,2010,FALSE,2001,N14229/I15616,N19204,2,43,2020,1697.4,14.02,18.1,44,57,1,6,5,15,34.21740884,18.9785122
20022011,40,96,20.99791667,2,2,2,SVREC,0,2011,FALSE,2002,B10244/B12724,B17220,2,32,2020,1767.2,13.7,20.6,45,49,2,5,3,15,35.75707446,21.6802439
20012011,40,96,20.99791667,2,2,2,SVREC,1,2011,FALSE,2001,"MEDALIST/N08003, ALPENA",N11283,2,44,2020,1780.1,14.18,18.3,45,59,2,5,5,15,35.81775741,19.1525122
20022012,42,98,20.73265306,29,2,2,SVREC,0,2012,FALSE,2002,"BL14506, BLACK BEARD",I19703,2,33,2020,-9,-9,-9,46,55,1,6,5,15,-9,-9
20012012,40,96,20.99791667,29,2,2,SVREC,0,2012,TRUE,2001,N14243/N14218,N19281,2,45,2020,1891.8,14.19,19.7,48,51,2,6,3,15,38.06086055,20.61532927
20022013,41,97,20.87113402,26,2,3,SVREC,0,2013,FALSE,2002,B16506/B16507,B19345,3,28,2020,1925.5,14.9,22.1,45,50,1,6,2,15,38.41833713,22.9354878
20012013,40,96,20.99791667,26,2,3,SVREC,0,2013,FALSE,2001,B15453/N14243,N19269,3,40,2020,1754.2,14.37,19.7,45,58,1,7,4,15,35.21847373,20.57208537
20022014,40,96,20.99791667,5,2,3,SVREC,0,2014,FALSE,2002,B14302/B10244,B17897,3,29,2020,1705.3,14.49,19.9,45,46,1,6,2,15,34.18874655,20.75181707
20012014,40,96,20.99791667,5,2,3,SVREC,0,2014,FALSE,2001,N15341/N14238,N18128,3,41,2020,1554,13.7,19.5,44,52,2,5,5,15,31.44323999,20.52256098
20022015,40,96,20.99791667,6,2,3,SVREC,0,2015,FALSE,2002,B11363//Alpena*/B09197,B16505,3,30,2020,1994.4,14.26,24.1,44,45,1,6,1,15,40.0923234,25.19919512
20012015,40,96,20.99791667,6,2,3,SVREC,0,2015,FALSE,2001,G14505/X16708,N19285,3,42,2020,1684.7,13.46,23.9,44,46,2,4,3,15,34.18258851,25.2232439
20022016,41,97,20.87113402,20,2,3,SVREC,0,2016,FALSE,2002,B15417/B15442,B19312,3,31,2020,1607.1,13.98,23.9,44,46,1,6,2,15,32.41214847,25.07168293
20012016,40,96,20.99791667,20,2,3,SVREC,0,2016,FALSE,2001,N15331/N16405,N19248,3,43,2020,1753.6,14.23,18.8,44,52,1,6,3,15,35.26398817,19.66434146
20022017,41,97,20.87113402,3,2,3,SVREC,0,2017,FALSE,2002,"Zenith//Alpena*/B09197, ADAMS",B18504,3,32,2020,1924.2,14.16,22.2,45,46,2,5,2,15,38.72624597,23.23960976
20012017,41,97,20.87113402,3,2,3,SVREC,2,2017,FALSE,2001,"Mayflower/Avanti, MEDALIST",I08958,3,44,2020,1650.9,14.26,18.8,43,51,2,5,4,15,33.18713232,19.65746341
20022018,41,97,20.87113402,9,2,3,SVREC,0,2018,FALSE,2002,Zenith//Alpena*/B09197,B16504,3,33,2020,1743.2,14.2,21.7,45,58,2,6,3,15,35.06711078,22.70560976
20012018,40,96,20.99791667,9,2,3,SVREC,0,2018,TRUE,2001,N15334/N15335,N18122,3,45,2020,1872.9,14.21,20.2,45,60,1,7,2,15,37.67183174,21.13363415
20022019,40,96,20.99791667,35,2,4,SVREC,0,2019,FALSE,2002,Reselection of B16504 (SS),B19504,4,28,2020,1956.9,14.38,20.4,45,57,2,6,2,15,39.28342423,21.30058537
20012019,41,97,20.87113402,35,2,4,SVREC,0,2019,FALSE,2001,"W2363X-67629BL/OAC Rex, AC PORTAGE",I19712,4,40,2020,1783.4,13.76,21,43,52,2,5,1,15,36.05977316,22.08585366
20022020,41,97,20.87113402,36,2,4,SVREC,0,2020,FALSE,2002,NE14-18-4,I19711,4,29,2020,1518.2,14.15,25.9,43,40,3,4,1,15,30.55869239,27.11603659
20012020,41,97,20.87113402,36,2,4,SVREC,5,2020,FALSE,2001,VALIANT,I20815,4,41,2020,1647.6,14.19,19.5,43,50,2,5,3,15,33.14783478,20.40603659
20022021,41,97,20.87113402,24,2,4,SVREC,0,2021,FALSE,2002,B16506/B16507,B19344,4,30,2020,1974.6,14.44,23.3,44,56,1,6,3,15,39.6109619,24.31156098
20012021,40,96,20.99791667,24,2,4,SVREC,0,2021,FALSE,2001,N14230/N16405,N19223,4,42,2020,1589.7,13.96,19.3,46,55,2,5,4,15,32.06867795,20.25087805
20022022,40,96,20.99791667,27,2,4,SVREC,0,2022,FALSE,2002,B15464/B15417,B19328,4,31,2020,1613,14.61,20.7,45,47,1,5,1,15,32.29288613,21.55576829
20012022,41,97,20.87113402,27,2,4,SVREC,0,2022,FALSE,2001,N15331/N16405,N19243,4,43,2020,1868.1,14.1,20.2,45,54,2,5,3,15,37.62346278,21.16073171
20022023,42,98,20.73265306,10,2,4,SVREC,0,2023,FALSE,2002,"Jaguar/BL05222, BLACK BEAR",I17501,4,32,2020,1802.9,14.07,23,45,55,2,6,4,15,36.32301841,24.10231707
20012023,40,96,20.99791667,10,2,4,SVREC,0,2023,FALSE,2001,N13131/N14201,N18105,4,44,2020,1749.3,13.79,18.5,45,60,1,6,3,15,35.35797802,19.44981707
20022024,40,96,20.99791667,13,2,4,SVREC,0,2024,FALSE,2002,B10244/B12724,B17259,4,33,2020,1804.4,14.12,20.9,44,50,1,5,2,15,36.33208608,21.88892683
20012024,40,96,20.99791667,13,2,4,SVREC,0,2024,TRUE,2001,N13120/PR0806-81,N18102,4,45,2020,1763.8,13.95,17.9,47,45,2,5,4,15,35.58489537,18.78408537
20022025,41,97,20.87113402,19,2,5,SVREC,0,2025,FALSE,2002,B16501/B15414,B19330,5,28,2020,1771.7,14.01,18.5,46,51,1,5,5,15,35.71935552,19.40018293
20012025,41,97,20.87113402,19,2,5,SVREC,0,2025,FALSE,2001,N15335/N14243,N19252,5,40,2020,1646.8,14.16,18.8,44,48,1,5,5,15,33.14332287,19.68039024
20022026,42,98,20.73265306,17,2,5,SVREC,0,2026,FALSE,2002,"B00103*/X00822, ZORRO",B04554,5,29,2020,1591.3,14.34,19.8,46,47,2,5,3,15,31.95917892,20.6837561
20012026,41,97,20.87113402,17,2,5,SVREC,0,2026,FALSE,2001,N14229/N14218,N19277,5,41,2020,1964.1,13.94,17.4,46,57,1,6,3,15,39.63057902,18.2615122
20022027,41,97,20.87113402,15,2,5,SVREC,0,2027,FALSE,2002,"B04644/ZORRO, ZENITH",B10244,5,30,2020,1686.3,14.53,22.1,45,47,1,6,3,15,33.79200994,23.03520732
20012027,41,97,20.87113402,15,2,5,SVREC,3,2027,FALSE,2001,"COOP 02084, VIGILANT",I10101,5,42,2020,1233.1,13.96,19.2,45,51,1,5,4,15,24.87506245,20.14595122
20022028,42,98,20.73265306,32,2,5,SVREC,0,2028,FALSE,2002,AAC Knight Rider,I19710,5,31,2020,1323.4,14.1,18.7,45,52,2,5,2,15,26.65322554,19.58939024
20012028,41,97,20.87113402,32,2,5,SVREC,0,2028,FALSE,2001,G14505//N13120/PR0806-81A,N19271,5,43,2020,966.7,13.73,22.4,44,45,2,5,4,15,19.55316193,23.56643902
20022029,41,97,20.87113402,18,2,5,SVREC,0,2029,FALSE,2002,"ND9902621-2, ECLIPSE",I03390,5,32,2020,1433.9,13.8,20.2,45,44,1,6,3,15,28.97954823,21.23463415
20012029,41,97,20.87113402,18,2,5,SVREC,0,2029,FALSE,2001,N15331/N16404,N19239,5,44,2020,1722.2,13.96,18.7,45,49,1,6,3,15,34.74157209,19.62131707
20022030,41,97,20.87113402,30,2,5,SVREC,0,2030,FALSE,2002,B16507/B15453,B19340,5,33,2020,1735.9,14.04,23.5,45,44,1,6,1,15,34.98537958,24.63487805
20012030,40,96,20.99791667,30,2,5,SVREC,0,2030,TRUE,2001,N14243/N15326,N19226,5,45,2020,1784.5,14,18.2,45,54,2,5,4,15,35.98160104,19.08780488
20022031,40,96,20.99791667,23,2,6,SVREC,0,2031,FALSE,2002,B15414/B16504,B19309,6,28,2020,1972.1,14.26,20.4,47,60,1,7,2,15,39.6440388,21.33043902
20012031,40,96,20.99791667,23,2,6,SVREC,0,2031,FALSE,2001,N15331/N16404,N19240,6,40,2020,1743.7,14.1,20,45,49,2,5,4,15,35.11805152,20.95121951
20022032,40,96,20.99791667,12,2,6,SVREC,0,2032,FALSE,2002,B10244/B12724,B17207,6,29,2020,1452.6,14.36,18.1,45,48,1,6,5,15,29.16675937,18.90346341
20012032,41,97,20.87113402,12,2,6,SVREC,0,2032,FALSE,2001,N11230/N11298,N15306,6,41,2020,1575.9,13.93,20.1,47,54,1,5,4,15,31.80137798,21.09764634
20022033,40,96,20.99791667,7,2,6,SVREC,0,2033,FALSE,2002,B10244/B15430,B18204,6,30,2020,1397.7,14.14,20.7,44,44,1,5,3,15,28.13651662,21.67441463
20012033,40,96,20.99791667,7,2,6,SVREC,0,2033,FALSE,2001,N15341/N14238,N18130,6,42,2020,1884.1,13.79,19.4,48,55,1,6,3,15,38.08264242,20.39602439
20022034,41,97,20.87113402,33,2,6,SVREC,0,2034,FALSE,2002,B16507/B15453,B19339,6,31,2020,1665.2,14.11,23.5,46,49,2,5,2,15,33.53316031,24.61481707
20012034,41,97,20.87113402,33,2,6,SVREC,0,2034,FALSE,2001,N14243/N14218,N19283,6,43,2020,1536.9,14.07,18.8,47,53,2,5,2,15,30.96391757,19.70102439
20022035,40,96,20.99791667,28,2,6,SVREC,0,2035,FALSE,2002,N16405/B16504,B19302,6,32,2020,1683.7,13.53,18.5,46,47,1,6,3,15,34.13466548,19.50847561
20012035,41,97,20.87113402,28,2,6,SVREC,0,2035,FALSE,2001,N14201/N15331,N19216,6,44,2020,1349.7,14.28,18.3,47,52,2,5,2,15,27.12594585,19.13019512
20022036,41,97,20.87113402,11,2,6,SVREC,0,2036,FALSE,2002,B14302/B10244,B17922,6,33,2020,1621,14.69,19.7,46,49,2,5,4,15,32.42264469,20.49520732
20012036,41,97,20.87113402,11,2,6,SVREC,0,2036,TRUE,2001,N14230/N12447,N17506,6,45,2020,1655.4,14.32,19.3,46,50,2,5,2,15,33.25430601,20.16614634
20023001,40,96,20.99791667,33,3,1,SVREC,0,3001,FALSE,2002,B16507/B15453,B19339,7,22,2020,1768.4,13.55,22.5,0,48,1,6,0,15,35.84354734,23.72103659
